球団名,No.,投手,生年月日,身長,体重,投,打,備考,ポジション,区分,更新日,背番号,1軍
オリックス・バファローズ,43,髙谷 舟,2003.07.27,178,83,右,右,,投手,支配下,2026/4/7,43,
オリックス・バファローズ,47,山口 廉王,2006.05.14,193,97,右,右,,投手,支配下,2026/4/7,47,
オリックス・バファローズ,48,東松 快征,2005.04.29,179,86,左,左,,投手,支配下,2026/4/7,48,
オリックス・バファローズ,49,片山 楽生,2002.10.07,177,81,右,左,,投手,支配下,2026/4/7,49,TRUE
オリックス・バファローズ,52,横山 楓,1997.12.28,181,91,右,左右,,投手,支配下,2026/4/7,52,
オリックス・バファローズ,57,山田 修義,1991.09.19,185,95,左,左,,投手,支配下,2026/4/7,57,
オリックス・バファローズ,59,ペルドモ,1993.05.09,188,84,右,右,,投手,支配下,2026/4/7,59,
オリックス・バファローズ,65,宮國 凌空,2005.08.07,176,86,右,右,5/7 育成選手から支配下選手へ移行,投手,支配下,2026/4/7,65,
オリックス・バファローズ,66,博志,1997.03.22,182,95,右,右,,投手,支配下,2026/4/7,66,TRUE
オリックス・バファローズ,68,入山 海斗,2000.05.26,177,78,右,右,,投手,支配下,2026/4/7,68,TRUE
オリックス・バファローズ,69,ジェリー,1997.05.07,213,113,右,右,,投手,支配下,2026/4/7,69,TRUE
オリックス・バファローズ,93,佐藤 一磨,2001.04.16,190,97,左,左,,投手,支配下,2026/4/7,93,
オリックス・バファローズ,94,川瀬 堅斗,2002.06.18,183,93,右,右,,投手,支配下,2026/4/7,94,
オリックス・バファローズ,95,才木 海翔,2000.06.10,182,86,右,右,,投手,支配下,2026/4/7,95,
オリックス・バファローズ,96,髙島 泰都,1999.12.03,181,88,右,右,,投手,支配下,2026/4/7,96,TRUE
オリックス・バファローズ,98,権田 琉成,2000.01.28,180,90,右,右,,投手,支配下,2026/4/7,98,TRUE
オリックス・バファローズ,2,若月 健矢,1995.10.04,180,88,右,右,,捕手,支配下,2026/4/7,2,TRUE
オリックス・バファローズ,4,森 友哉,1995.08.08,170,85,右,左,,捕手,支配下,2026/4/7,4,TRUE
オリックス・バファローズ,32,福永 奨,1999.07.28,175,87,右,右,,捕手,支配下,2026/4/7,32,TRUE
オリックス・バファローズ,37,石川 亮,1995.07.20,181,87,右,右,,捕手,支配下,2026/4/7,37,TRUE
オリックス・バファローズ,44,頓宮 裕真,1996.11.17,182,103,右,右,,捕手,支配下,2026/4/7,44,
オリックス・バファローズ,50,山中 稜真,2000.12.14,178,83,右,左,,捕手,支配下,2026/4/7,50,TRUE
オリックス・バファローズ,60,野上 士耀,2007.05.23,170,80,右,右,,捕手,支配下,2026/4/7,60,
オリックス・バファローズ,62,堀 柊那,2005.07.16,179,82,右,右,,捕手,支配下,2026/4/7,62,
オリックス・バファローズ,1,太田 椋,2001.02.14,181,84,右,右,,内野手,支配下,2026/4/7,1,TRUE
オリックス・バファローズ,5,西野 真弘,1990.08.02,167,71,右,左,,内野手,支配下,2026/4/7,5,TRUE
オリックス・バファローズ,6,宗 佑磨,1996.06.07,181,83,右,左,,内野手,支配下,2026/4/7,6,TRUE
オリックス・バファローズ,9,野口 智哉,1999.09.20,181,95,右,左,,内野手,支配下,2026/4/7,9,
オリックス・バファローズ,10,大城 滉二,1993.06.14,175,80,右,右,,内野手,支配下,2026/4/7,10,
オリックス・バファローズ,24,紅林 弘太郎,2002.02.07,188,95,右,右,,内野手,支配下,2026/4/7,24,TRUE
オリックス・バファローズ,25,内藤 鵬,2004.10.05,180,103,右,右,,内野手,支配下,2026/4/7,25,
オリックス・バファローズ,30,廣岡 大志,1997.04.09,185,92,右,右,,内野手,支配下,2026/4/7,30,
オリックス・バファローズ,34,横山 聖哉,2005.10.28,181,86,右,左,,内野手,支配下,2026/4/7,34,
オリックス・バファローズ,45,シーモア,1998.10.07,191,113,右,左,,内野手,支配下,2026/4/7,45,
オリックス・バファローズ,53,宜保 翔,2000.11.26,175,75,右,左,4/30 育成選手から支配下選手へ移行,内野手,支配下,2026/4/7,53,TRUE
オリックス・バファローズ,67,中川 圭太,1996.04.12,180,76,右,右,,内野手,支配下,2026/4/7,67,TRUE
オリックス・バファローズ,0,渡部 遼人,1999.09.02,171,72,左,左,,外野手,支配下,2026/4/7,0,TRUE
オリックス・バファローズ,7,西川 龍馬,1994.12.10,178,83,右,左,,外野手,支配下,2026/4/7,7,TRUE
オリックス・バファローズ,8,麦谷 祐介,2002.07.27,180,81,右,左,,外野手,支配下,2026/4/7,8,
オリックス・バファローズ,33,杉澤 龍,2000.06.02,175,80,右,左,,外野手,支配下,2026/4/7,33,TRUE
オリックス・バファローズ,38,来田 涼斗,2002.10.16,182,88,右,左,,外野手,支配下,2026/4/7,38,TRUE
オリックス・バファローズ,39,池田 陵真,2003.08.24,171,83,右,右,,外野手,支配下,2026/4/7,39,
オリックス・バファローズ,58,窪田 洋祐,2007.07.31,185,87,右,右,,外野手,支配下,2026/4/7,58,
オリックス・バファローズ,61,平沼 翔太,1997.08.16,179,83,右,左,,外野手,支配下,2026/4/7,61,
オリックス・バファローズ,99,杉本 裕太郎,1991.04.05,190,104,右,右,,外野手,支配下,2026/4/7,99,
オリックス・バファローズ,2,マシュー,2003.03.18,192,105,右,右,,投手,育成,2026/4/7,002,
オリックス・バファローズ,4,渡邉 一生,2003.12.12,172,74,左,左,,投手,育成,2026/4/7,004,
オリックス・バファローズ,17,陳 睦衡,2006.03.23,181,84,右,左,,投手,育成,2026/4/7,017,
オリックス・バファローズ,41,寿賀 弘都,2005.06.16,180,85,左,左,,投手,育成,2026/4/7,041,
オリックス・バファローズ,44,芦田 丈飛,2000.02.09,185,98,右,右,,投手,育成,2026/4/7,044,
オリックス・バファローズ,53,上原 堆我,2007.03.13,178,84,右,右,,投手,育成,2026/4/7,053,
オリックス・バファローズ,56,乾 健斗,2006.06.28,188,88,右,右,,投手,育成,2026/4/7,056,
オリックス・バファローズ,120,小木田 敦也,1998.10.10,173,83,右,右,,投手,育成,2026/4/7,120,
オリックス・バファローズ,121,宇田川 優希,1998.11.10,184,92,右,右,,投手,育成,2026/4/7,121,
オリックス・バファローズ,123,本田 仁海,1999.07.27,181,74,右,左,,投手,育成,2026/4/7,123,
オリックス・バファローズ,128,前 佑囲斗,2001.08.13,182,90,右,右,,投手,育成,2026/4/7,128,
オリックス・バファローズ,129,東山 玲士,2000.05.05,180,83,右,右,,投手,育成,2026/4/7,129,
オリックス・バファローズ,135,河内 康介,2005.04.16,180,80,右,右,,投手,育成,2026/4/7,135,
オリックス・バファローズ,34,村上 喬一朗,2000.12.01,168,76,右,右,,捕手,育成,2026/4/7,034,
オリックス・バファローズ,55,田島 光祐,2000.04.09,174,80,右,右,,捕手,育成,2026/4/7,055,
オリックス・バファローズ,3,中西 創大,2007.12.30,180,81,右,右,,内野手,育成,2026/4/7,003,
オリックス・バファローズ,45,河野 聡太,2000.05.22,180,82,右,左,,内野手,育成,2026/4/7,045,
オリックス・バファローズ,51,今坂 幸暉,2006.10.19,178,83,右,左,,内野手,育成,2026/4/7,051,
オリックス・バファローズ,52,清水 武蔵,2003.04.14,173,78,右,右,,内野手,育成,2026/4/7,052,
オリックス・バファローズ,122,大里 昂生,1999.07.07,178,76,右,左,,内野手,育成,2026/4/7,122,
オリックス・バファローズ,124,遠藤 成,2001.09.19,178,84,右,左,,内野手,育成,2026/4/7,124,
オリックス・バファローズ,126,香月 一也,1996.04.16,176,83,右,左,,内野手,育成,2026/4/7,126,
オリックス・バファローズ,1,三方 陽登,2003.03.31,190,97,右,右,,外野手,育成,2026/4/7,001,
オリックス・バファローズ,54,寺本 聖一,2003.02.05,170,86,右,左,,外野手,育成,2026/4/7,054,
オリックス・バファローズ,127,元 謙太,2002.05.17,186,88,右,右,,外野手,育成,2026/4/7,127,
埼玉西武ライオンズ,11,上田 大河,2001.11.15,183,88,右,右,,投手,支配下,2026/4/7,11,TRUE
埼玉西武ライオンズ,12,渡邉 勇太朗,2000.09.21,191,103,右,右,,投手,支配下,2026/4/7,12,TRUE
埼玉西武ライオンズ,13,髙橋 光成,1997.02.03,190,105,右,右,,投手,支配下,2026/4/7,13,TRUE
埼玉西武ライオンズ,15,與座 海人,1995.09.15,173,80,右,右,,投手,支配下,2026/4/7,15,
埼玉西武ライオンズ,16,隅田 知一郎,1999.08.20,177,84,左,左,,投手,支配下,2026/4/7,16,TRUE
埼玉西武ライオンズ,17,松本 航,1996.11.28,176,88,右,右,,投手,支配下,2026/4/7,17,
埼玉西武ライオンズ,19,佐藤 隼輔,2000.01.03,182,86,左,左,,投手,支配下,2026/4/7,19,TRUE
埼玉西武ライオンズ,20,岩城 颯空,2003.09.17,181,95,左,左,,投手,支配下,2026/4/7,20,
埼玉西武ライオンズ,21,武内 夏暉,2001.07.21,186,96,左,左,,投手,支配下,2026/4/7,21,TRUE
埼玉西武ライオンズ,23,糸川 亮太,1998.04.30,172,80,右,右,,投手,支配下,2026/4/7,23,
埼玉西武ライオンズ,29,青山 美夏人,2000.07.19,184,94,右,右,,投手,支配下,2026/4/7,29,
埼玉西武ライオンズ,30,ワイナンス,1995.08.10,188,81,右,右,,投手,支配下,2026/4/7,30,TRUE
埼玉西武ライオンズ,34,甲斐野 央,1996.11.16,188,98,右,左,,投手,支配下,2026/4/7,34,TRUE
埼玉西武ライオンズ,36,山田 陽翔,2004.05.09,176,85,右,右,,投手,支配下,2026/4/7,36,
埼玉西武ライオンズ,40,堀越 啓太,2003.07.15,185,96,右,右,,投手,支配下,2026/4/7,40,
埼玉西武ライオンズ,41,成田 晴風,2006.02.27,184,91,右,右,,投手,支配下,2026/4/7,41,TRUE
埼玉西武ライオンズ,42,ボー・タカハシ,1997.01.23,185,95,右,右,,投手,支配下,2026/4/7,42,
埼玉西武ライオンズ,43,羽田 慎之介,2003.12.25,191,94,左,左,,投手,支配下,2026/4/7,43,
埼玉西武ライオンズ,45,ウィンゲンター,1994.04.15,201,107,右,右,,投手,支配下,2026/4/7,45,TRUE
埼玉西武ライオンズ,46,狩生 聖真,2006.12.25,184,79,右,右,,投手,支配下,2026/4/7,46,
埼玉西武ライオンズ,47,杉山 遙希,2005.09.23,181,83,左,左,,投手,支配下,2026/4/7,47,
埼玉西武ライオンズ,52,篠原 響,2006.09.20,178,81,右,右,,投手,支配下,2026/4/7,52,TRUE
埼玉西武ライオンズ,54,黒木 優太,1994.08.16,180,87,右,左,,投手,支配下,2026/4/7,54,
埼玉西武ライオンズ,56,Ｅ．ラミレス,1994.07.15,188,86,右,右,,投手,支配下,2026/4/7,56,
埼玉西武ライオンズ,57,黒田 将矢,2004.01.24,188,88,右,右,,投手,支配下,2026/4/7,57,TRUE
埼玉西武ライオンズ,58,中村 祐太,1995.08.31,183,90,右,右,,投手,支配下,2026/4/7,58,TRUE
埼玉西武ライオンズ,61,平良 海馬,1999.11.15,173,99,右,左,,投手,支配下,2026/4/7,61,TRUE
埼玉西武ライオンズ,67,冨士 大和,2006.08.26,186,80,左,左,3/24 育成選手から支配下選手へ移行,投手,支配下,2026/4/7,67,
埼玉西武ライオンズ,70,豆田 泰志,2003.01.15,173,88,右,右,,投手,支配下,2026/4/7,70,TRUE
埼玉西武ライオンズ,71,菅井 信也,2003.06.28,183,84,左,左,,投手,支配下,2026/4/7,71,
埼玉西武ライオンズ,75,佐藤 爽,2003.02.09,178,82,左,左,4/30 育成選手から支配下選手へ移行,投手,支配下,2026/4/7,75,
埼玉西武ライオンズ,90,浜屋 将太,1999.01.26,176,79,左,左,,投手,支配下,2026/4/7,90,
埼玉西武ライオンズ,10,小島 大河,2003.10.27,178,83,右,左,,捕手,支配下,2026/4/7,10,TRUE
埼玉西武ライオンズ,22,古賀 悠斗,1999.09.10,174,88,右,右,,捕手,支配下,2026/4/7,22,TRUE
埼玉西武ライオンズ,27,炭谷 銀仁朗,1987.07.19,181,98,右,右,,捕手,支配下,2026/4/7,27,
埼玉西武ライオンズ,37,柘植 世那,1997.06.03,174,90,右,右,,捕手,支配下,2026/4/7,37,TRUE
埼玉西武ライオンズ,53,牧野 翔矢,2001.03.04,178,80,右,左,,捕手,支配下,2026/4/7,53,
埼玉西武ライオンズ,64,龍山 暖,2006.05.13,176,80,右,右,,捕手,支配下,2026/4/7,64,
埼玉西武ライオンズ,0,仲田 慶介,1999.07.25,175,80,右,左右,,内野手,支配下,2026/4/7,0,TRUE
埼玉西武ライオンズ,0,児玉 亮涼,1998.07.10,166,68,右,右,,内野手,支配下,2026/4/7,0,
埼玉西武ライオンズ,2,齋藤 大翔,2007.01.27,181,76,右,右,,内野手,支配下,2026/4/7,2,
埼玉西武ライオンズ,4,石井 一成,1994.05.06,182,86,右,左,,内野手,支配下,2026/4/7,4,TRUE
埼玉西武ライオンズ,5,外崎 修汰,1992.12.20,177,84,右,右,,内野手,支配下,2026/4/7,5,TRUE
埼玉西武ライオンズ,6,源田 壮亮,1993.02.16,179,77,右,左,,内野手,支配下,2026/4/7,6,TRUE
埼玉西武ライオンズ,26,ネビン,1997.05.29,193,102,右,右,,内野手,支配下,2026/4/7,26,TRUE
埼玉西武ライオンズ,32,山村 崇嘉,2002.09.28,183,89,右,左,,内野手,支配下,2026/4/7,32,
埼玉西武ライオンズ,38,佐藤 太陽,2002.05.19,177,82,右,左,,内野手,支配下,2026/4/7,38,
埼玉西武ライオンズ,39,平沢 大河,1997.12.24,176,83,右,左,,内野手,支配下,2026/4/7,39,TRUE
埼玉西武ライオンズ,50,髙松 渡,1999.07.02,177,75,右,左,,内野手,支配下,2026/4/7,50,
埼玉西武ライオンズ,59,横田 蒼和,2007.10.24,180,87,右,左,,内野手,支配下,2026/4/7,59,
埼玉西武ライオンズ,60,中村 剛也,1983.08.15,175,105,右,右,,内野手,支配下,2026/4/7,60,
埼玉西武ライオンズ,62,滝澤 夏央,2003.08.13,164,65,右,左,,内野手,支配下,2026/4/7,62,TRUE
埼玉西武ライオンズ,99,村田 怜音,2001.08.04,197,115,右,右,,内野手,支配下,2026/4/7,99,
埼玉西武ライオンズ,1,栗山 巧,1983.09.03,177,85,右,左,,外野手,支配下,2026/4/7,1,
埼玉西武ライオンズ,7,桑原 将志,1993.07.21,174,80,右,右,,外野手,支配下,2026/4/7,7,TRUE
埼玉西武ライオンズ,8,渡部 聖弥,2002.08.31,177,90,右,右,,外野手,支配下,2026/4/7,8,TRUE
埼玉西武ライオンズ,9,蛭間 拓哉,2000.09.08,177,87,左,左,,外野手,支配下,2026/4/7,9,
埼玉西武ライオンズ,25,カナリオ,2000.05.07,185,97,右,右,,外野手,支配下,2026/4/7,25,TRUE
埼玉西武ライオンズ,31,茶野 篤政,1999.08.04,175,80,右,左,,外野手,支配下,2026/4/7,31,
埼玉西武ライオンズ,33,古川 雄大,2004.05.25,185,90,右,右,,外野手,支配下,2026/4/7,33,
埼玉西武ライオンズ,35,秋山 俊,2003.04.20,180,88,右,左,,外野手,支配下,2026/4/7,35,
埼玉西武ライオンズ,44,林 冠臣,2002.12.30,196,108,右,右,,外野手,支配下,2026/4/7,44,
埼玉西武ライオンズ,51,西川 愛也,1999.06.10,181,90,右,左,,外野手,支配下,2026/4/7,51,TRUE
埼玉西武ライオンズ,55,仲三 優太,2002.10.22,180,100,右,左,,外野手,支配下,2026/4/7,55,
埼玉西武ライオンズ,63,長谷川 信哉,2002.05.17,183,90,右,右,,外野手,支配下,2026/4/7,63,TRUE
埼玉西武ライオンズ,66,川田 悠慎,2002.02.20,174,70,右,左,,外野手,支配下,2026/4/7,66,
埼玉西武ライオンズ,68,岸 潤一郎,1996.12.08,174,85,右,右,,外野手,支配下,2026/4/7,68,TRUE
埼玉西武ライオンズ,73,林 安可,1997.05.19,184,90,左,左,,外野手,支配下,2026/4/7,73,
埼玉西武ライオンズ,114,上間 永遠,2001.01.31,180,82,右,右,,投手,育成,2026/4/7,114,
埼玉西武ライオンズ,115,佐々木 健,1996.05.13,179,87,左,左,,投手,育成,2026/4/7,115,
埼玉西武ライオンズ,117,宮澤 太成,1999.04.15,185,95,右,右,,投手,育成,2026/4/7,117,
埼玉西武ライオンズ,118,斎藤 佳紳,2003.03.16,181,89,右,左,,投手,育成,2026/4/7,118,
埼玉西武ライオンズ,121,三浦 大輝,2000.04.07,180,88,右,左,,投手,育成,2026/4/7,121,
埼玉西武ライオンズ,124,濱岡 蒼太,2007.10.10,176,87,左,左,,投手,育成,2026/4/7,124,
埼玉西武ライオンズ,125,シンクレア,2001.06.12,193,94,左,左,,投手,育成,2026/4/7,125,
埼玉西武ライオンズ,127,森脇 亮介,1992.07.13,175,70,右,右,,投手,育成,2026/4/7,127,
埼玉西武ライオンズ,128,平口 寛人,2003.04.15,179,82,左,左,,投手,育成,2026/4/7,128,
埼玉西武ライオンズ,129,川下 将勲,2005.04.03,186,72,左,左,,投手,育成,2026/4/7,129,
埼玉西武ライオンズ,131,木瀬 翔太,2005.04.05,187,90,右,右,,投手,育成,2026/4/7,131,
埼玉西武ライオンズ,134,正木 悠馬,2002.11.19,180,87,右,左,,投手,育成,2026/4/7,134,
埼玉西武ライオンズ,136,高橋 礼,1995.11.02,187,90,右,右,,投手,育成,2026/4/7,136,
埼玉西武ライオンズ,141,ムサ,2005.07.26,180,73,右,右,,投手,育成,2026/4/7,141,
埼玉西武ライオンズ,142,フレッド,2002.11.24,188,76,右,左右,,投手,育成,2026/4/7,142,
埼玉西武ライオンズ,144,ゴンザレス,2002.08.30,198,116,右,右,,投手,育成,2026/4/7,144,
埼玉西武ライオンズ,145,オリバー,2004.01.01,193,85,右,右,,投手,育成,2026/4/7,145,
埼玉西武ライオンズ,113,野田 海人,2005.03.18,174,80,右,右,,捕手,育成,2026/4/7,113,
埼玉西武ライオンズ,120,野村 大樹,2000.09.10,172,84,右,右,,捕手,育成,2026/4/7,120,
埼玉西武ライオンズ,122,是澤 涼輔,2000.04.19,177,85,右,右,,捕手,育成,2026/4/7,122,
埼玉西武ライオンズ,111,新井 唯斗,2007.11.11,183,80,右,左,,内野手,育成,2026/4/7,111,
埼玉西武ライオンズ,112,今岡 拓夢,2007.09.05,180,81,右,右,,内野手,育成,2026/4/7,112,
埼玉西武ライオンズ,119,古賀 輝希,2000.08.25,181,88,右,左,,内野手,育成,2026/4/7,119,
埼玉西武ライオンズ,126,谷口 朝陽,2004.04.03,185,93,右,右,,内野手,育成,2026/4/7,126,
埼玉西武ライオンズ,130,金子 功児,2003.09.02,177,82,右,左,,内野手,育成,2026/4/7,130,
埼玉西武ライオンズ,138,福尾 遥真,2006.04.06,183,80,右,左,,内野手,育成,2026/4/7,138,
埼玉西武ライオンズ,140,コルニエル,2002.10.02,188,88,右,左右,,内野手,育成,2026/4/7,140,
埼玉西武ライオンズ,116,奥村 光一,1999.12.24,178,89,右,右,,外野手,育成,2026/4/7,116,
埼玉西武ライオンズ,132,ラマル,2006.04.08,180,95,右,右,,外野手,育成,2026/4/7,132,
埼玉西武ライオンズ,135,安藤 銀杜,2003.02.04,198,110,右,右,,外野手,育成,2026/4/7,135,
埼玉西武ライオンズ,137,澤田 遥斗,2006.07.30,170,68,右,左右,,外野手,育成,2026/4/7,137,
埼玉西武ライオンズ,139,オケム,2006.04.10,185,83,右,右,,外野手,育成,2026/4/7,139,
埼玉西武ライオンズ,143,カルロス,2003.08.26,187,79,右,右,,外野手,育成,2026/4/7,143,
東北楽天ゴールデンイーグルス,11,岸 孝之,1984.12.04,180,77,右,右,,投手,支配下,2026/4/7,11,TRUE
東北楽天ゴールデンイーグルス,13,藤原 聡大,2003.11.20,178,73,右,右,,投手,支配下,2026/4/7,13,TRUE
東北楽天ゴールデンイーグルス,15,コントレラス,1999.11.07,185,92,右,右,,投手,支配下,2026/4/7,15,
東北楽天ゴールデンイーグルス,17,古謝 樹,2001.08.18,182,75,左,左,,投手,支配下,2026/4/7,17,
東北楽天ゴールデンイーグルス,18,前田 健太,1988.04.11,185,83,右,右,,投手,支配下,2026/4/7,18,TRUE
東北楽天ゴールデンイーグルス,19,荘司 康誠,2000.10.13,189,86,右,右,,投手,支配下,2026/4/7,19,
東北楽天ゴールデンイーグルス,20,伊藤 樹,2003.08.24,177,85,右,右,,投手,支配下,2026/4/7,20,
東北楽天ゴールデンイーグルス,21,早川 隆久,1998.07.06,180,76,左,左,,投手,支配下,2026/4/7,21,
東北楽天ゴールデンイーグルス,22,ウレーニャ,1991.09.12,188,94,右,右,1/30 支配下選手登録,投手,支配下,2026/4/7,22,
東北楽天ゴールデンイーグルス,26,中込 陽翔,2002.01.23,175,85,右,右,,投手,支配下,2026/4/7,26,TRUE
東北楽天ゴールデンイーグルス,28,酒居 知史,1993.01.02,178,80,右,右,,投手,支配下,2026/4/7,28,
東北楽天ゴールデンイーグルス,29,田中 千晴,2000.09.21,189,85,右,右,,投手,支配下,2026/4/7,29,
東北楽天ゴールデンイーグルス,31,渡辺 翔太,2000.10.29,182,90,右,右,,投手,支配下,2026/4/7,31,
東北楽天ゴールデンイーグルス,40,江原 雅裕,2000.08.03,186,93,右,右,,投手,支配下,2026/4/7,40,
東北楽天ゴールデンイーグルス,41,加治屋 蓮,1991.11.25,185,90,右,右,,投手,支配下,2026/4/7,41,TRUE
東北楽天ゴールデンイーグルス,43,宋 家豪,1992.09.06,185,92,右,左,,投手,支配下,2026/4/7,43,
東北楽天ゴールデンイーグルス,45,九谷 瑠,1999.11.05,177,80,右,左,,投手,支配下,2026/4/7,45,TRUE
東北楽天ゴールデンイーグルス,46,藤平 尚真,1998.09.21,185,85,右,右,,投手,支配下,2026/4/7,46,TRUE
東北楽天ゴールデンイーグルス,47,藤井 聖,1996.10.03,176,80,左,左,,投手,支配下,2026/4/7,47,TRUE
東北楽天ゴールデンイーグルス,49,西垣 雅矢,1999.06.21,184,88,右,左,,投手,支配下,2026/4/7,49,TRUE
東北楽天ゴールデンイーグルス,52,津留﨑 大成,1997.10.10,177,86,右,右,,投手,支配下,2026/4/7,52,
東北楽天ゴールデンイーグルス,53,坂井 陽翔,2005.04.05,186,88,右,右,,投手,支配下,2026/4/7,53,
東北楽天ゴールデンイーグルス,54,日當 直喜,2005.07.06,190,105,右,右,,投手,支配下,2026/4/7,54,TRUE
東北楽天ゴールデンイーグルス,56,鈴木 翔天,1996.08.19,185,82,左,左,,投手,支配下,2026/4/7,56,
東北楽天ゴールデンイーグルス,57,瀧中 瞭太,1994.12.20,180,93,右,右,,投手,支配下,2026/4/7,57,TRUE
東北楽天ゴールデンイーグルス,58,辛島 航,1990.10.18,173,72,左,左,,投手,支配下,2026/4/7,58,
東北楽天ゴールデンイーグルス,59,泰 勝利,2003.11.11,172,82,左,右,,投手,支配下,2026/4/7,59,TRUE
東北楽天ゴールデンイーグルス,61,古賀 康誠,2004.09.03,181,81,左,左,,投手,支配下,2026/4/7,61,
東北楽天ゴールデンイーグルス,62,西口 直人,1996.11.14,183,83,右,右,,投手,支配下,2026/4/7,62,
東北楽天ゴールデンイーグルス,64,林 優樹,2001.10.29,173,73,左,左,,投手,支配下,2026/4/7,64,
東北楽天ゴールデンイーグルス,66,今野 龍太,1995.05.11,178,86,右,右,,投手,支配下,2026/4/7,66,
東北楽天ゴールデンイーグルス,67,大内 誠弥,2006.03.09,191,77,右,右,,投手,支配下,2026/4/7,67,
東北楽天ゴールデンイーグルス,69,内 星龍,2002.04.24,190,88,右,左,,投手,支配下,2026/4/7,69,TRUE
東北楽天ゴールデンイーグルス,71,柴田 大地,1997.11.07,180,94,右,右,,投手,支配下,2026/4/7,71,TRUE
東北楽天ゴールデンイーグルス,79,伊藤 大晟,2007.10.27,174,76,左,左,,投手,支配下,2026/4/7,79,
東北楽天ゴールデンイーグルス,2,太田 光,1996.10.14,178,76,右,右,,捕手,支配下,2026/4/7,2,TRUE
東北楽天ゴールデンイーグルス,27,伊藤 光,1989.04.23,180,88,右,右,,捕手,支配下,2026/4/7,27,
東北楽天ゴールデンイーグルス,44,田中 貴也,1992.08.27,178,85,右,左,,捕手,支配下,2026/4/7,44,
東北楽天ゴールデンイーグルス,55,YG安田,2000.03.03,185,105,右,左,,捕手,支配下,2026/4/7,55,
東北楽天ゴールデンイーグルス,65,堀内 謙伍,1997.04.15,174,82,右,左,,捕手,支配下,2026/4/7,65,TRUE
東北楽天ゴールデンイーグルス,70,石原 彪,1999.03.08,172,96,右,右,,捕手,支配下,2026/4/7,70,TRUE
東北楽天ゴールデンイーグルス,72,大栄 利哉,2007.04.23,178,85,右,左,,捕手,支配下,2026/4/7,72,
東北楽天ゴールデンイーグルス,0,小深田 大翔,1995.09.28,168,69,右,左,,内野手,支配下,2026/4/7,0,TRUE
東北楽天ゴールデンイーグルス,1,宗山 塁,2003.02.27,175,79,右,左,,内野手,支配下,2026/4/7,1,
東北楽天ゴールデンイーグルス,3,浅村 栄斗,1990.11.12,182,90,右,右,,内野手,支配下,2026/4/7,3,TRUE
東北楽天ゴールデンイーグルス,6,村林 一輝,1997.10.06,180,73,右,右,,内野手,支配下,2026/4/7,6,TRUE
東北楽天ゴールデンイーグルス,7,鈴木 大地,1989.08.18,175,79,右,左,,内野手,支配下,2026/4/7,7,TRUE
東北楽天ゴールデンイーグルス,9,ボイト,1991.02.13,188,117,右,右,,内野手,支配下,2026/4/7,9,
東北楽天ゴールデンイーグルス,24,黒川 史陽,2001.04.17,182,86,右,左,,内野手,支配下,2026/4/7,24,TRUE
東北楽天ゴールデンイーグルス,30,繁永 晟,2003.04.25,174,88,右,右,,内野手,支配下,2026/4/7,30,
東北楽天ゴールデンイーグルス,35,渡邊 佳明,1997.01.08,180,79,右,左,,内野手,支配下,2026/4/7,35,TRUE
東北楽天ゴールデンイーグルス,39,伊藤 裕季也,1996.08.30,181,95,右,右,,内野手,支配下,2026/4/7,39,
東北楽天ゴールデンイーグルス,48,平良 竜哉,1998.07.09,170,78,右,右,,内野手,支配下,2026/4/7,48,TRUE
東北楽天ゴールデンイーグルス,60,ワォーターズ,2005.10.14,178,76,右,右,,内野手,支配下,2026/4/7,60,TRUE
東北楽天ゴールデンイーグルス,63,入江 大樹,2002.06.06,185,83,右,右,,内野手,支配下,2026/4/7,63,
東北楽天ゴールデンイーグルス,68,青野 拓海,2005.07.26,180,85,右,右,,内野手,支配下,2026/4/7,68,
東北楽天ゴールデンイーグルス,73,小森 航大郎,2003.04.30,173,83,右,右,,内野手,支配下,2026/4/7,73,TRUE
東北楽天ゴールデンイーグルス,75,陽 柏翔,2005.01.23,174,75,右,左,,内野手,支配下,2026/4/7,75,
東北楽天ゴールデンイーグルス,98,金子 京介,2004.01.18,186,100,右,右,5/15 育成選手から支配下選手へ移行,内野手,支配下,2026/4/7,98,
東北楽天ゴールデンイーグルス,8,辰己 涼介,1996.12.27,180,74,右,左,,外野手,支配下,2026/4/7,8,TRUE
東北楽天ゴールデンイーグルス,12,ゴンザレス,1998.01.10,196,108,右,右,6/4 自由契約,外野手,支配下,2026/4/7,12,
東北楽天ゴールデンイーグルス,25,田中 和基,1994.08.08,181,75,右,左右,,外野手,支配下,2026/4/7,25,
東北楽天ゴールデンイーグルス,32,中島 大輔,2001.06.04,180,78,右,左,,外野手,支配下,2026/4/7,32,TRUE
東北楽天ゴールデンイーグルス,34,マッカスカー,1998.05.22,203,113,右,右,,外野手,支配下,2026/4/7,34,TRUE
東北楽天ゴールデンイーグルス,36,吉納 翼,2002.08.16,180,89,右,左,,外野手,支配下,2026/4/7,36,
東北楽天ゴールデンイーグルス,38,佐藤 直樹,1998.09.03,178,85,右,右,,外野手,支配下,2026/4/7,38,TRUE
東北楽天ゴールデンイーグルス,42,阪上 翔也,2003.11.01,180,90,右,左,,外野手,支配下,2026/4/7,42,
東北楽天ゴールデンイーグルス,50,武藤 敦貴,2001.06.15,178,73,左,左,,外野手,支配下,2026/4/7,50,TRUE
